	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Mef2c	3.39921950762978e-09	-0.270375544332199	0.969	0.977	7.11184705386303e-05
Scimp	8.20253615713915e-09	0.374671512408395	0.454	0.323	0.000171613461479665
Rnase6	8.59267293238084e-09	0.265690503837015	0.924	0.87	0.000179775903091272
Nrp1	1.50337301680487e-08	-0.404334090022668	0.416	0.545	0.000314535702575915
Pid1	1.82958318034583e-08	-0.42751221479836	0.07	0.158	0.000382785392991955
H2-T23	1.93661601717653e-08	0.300421322628176	0.823	0.787	0.000405178803113674
Cd74	1.94942631876963e-08	0.503200508558697	0.616	0.498	0.000407858974412982
Zeb2	2.36067430972546e-08	-0.346936317131488	0.9	0.949	0.000493900279080761
Ctsl	2.55360626985888e-08	0.299748175707769	0.897	0.859	0.000534265503779876
Ier5	5.31945570100113e-08	0.314385884176883	0.769	0.694	0.00111293652176346
Marcks	5.94672111570815e-08	-0.29897804343842	0.424	0.554	0.00124417299182846
Hs3st1	9.26169034437803e-08	0.306825508958434	0.495	0.367	0.00193773085385077
Smc4	9.49089311413979e-08	-0.340102138211933	0.395	0.532	0.00198568465734033
Fos	1.38818712647661e-07	0.253341147907294	0.809	0.769	0.00290436510601437
Mndal	1.65832249872342e-07	0.302229521903227	0.67	0.577	0.00346954233182913
Fcrla	2.15728898039352e-07	0.368863657900247	0.583	0.463	0.00451348000477933
Tsc22d3	3.15970577762844e-07	0.365995371043885	0.392	0.285	0.00661073642795422
Xbp1	3.31396732187386e-07	0.294948463445821	0.603	0.508	0.00693348243082449
Slamf9	3.47603164831778e-07	0.289748397799147	0.19	0.1	0.00727255341461047
2410006H16Rik	3.61024542077045e-07	0.26110951785465	0.877	0.821	0.00755335546933593
Blnk	3.96052575485953e-07	0.265626438556285	0.895	0.83	0.0082862119843171
Ern1	4.33215009040359e-07	-0.445035384298006	0.539	0.633	0.00906372441914238
Cdh1	4.33906034261491e-07	0.251805745470823	0.141	0.064	0.00907818204881891
Tes	4.43328064073802e-07	-0.255712050644054	0.179	0.287	0.00927530975655208
H2-Aa	4.97555582793656e-07	0.47467877818232	0.469	0.364	0.0104098579032089
Rtn4	5.30343921879432e-07	-0.25256509290401	0.655	0.744	0.0110958555335615
St6gal1	5.65975474444482e-07	0.367340489844187	0.332	0.224	0.0118413388763275
H2-Ab1	5.76210869652747e-07	0.436584161960844	0.436	0.323	0.0120554838148748
Baz2b	6.2623290212034e-07	-0.289905980425903	0.735	0.821	0.0131020447781617
Map4k4	7.01228441619675e-07	-0.282088259028897	0.59	0.685	0.0146711014555668
Adgre5	8.94683852555069e-07	0.354579523560484	0.685	0.619	0.0187185755631572
Cd68	1.83573031678874e-06	0.278716061773862	0.585	0.473	0.0384071496878541
Foxp1	1.85311442497368e-06	-0.321400198019115	0.904	0.942	0.0387708599992993
Apoe	2.30890241059982e-06	0.353758728668361	0.159	0.082	0.0483068562345694
H2-T22	3.34809193456501e-06	0.293688142237579	0.454	0.35	0.0700487794549691
Stk17b	4.09183626357368e-06	-0.275788953499643	0.761	0.802	0.0856093983064885
Ifi44	4.34820886846693e-06	0.258321955665732	0.152	0.079	0.090973225946065
Pbx1	5.11345951314006e-06	0.392582760487542	0.271	0.184	0.106983799933916
Sntg2	5.28968308297582e-06	0.256538587203948	0.249	0.16	0.11067074946202
Rnd3	5.67408335858903e-06	0.280895235015662	0.67	0.602	0.1187131720284
Zfp36l1	5.83710872820947e-06	0.328765693365235	0.519	0.435	0.122123988811598
Il21r	5.86188217479903e-06	0.277297483713449	0.295	0.202	0.122642298861145
Ccr2	6.1333308066148e-06	0.32721832493381	0.545	0.447	0.128321547135995
2610307P16Rik	6.1631209273324e-06	-0.427287928082808	0.259	0.362	0.128944816041648
Klk1b27	8.29434080842541e-06	0.507128390354551	0.3	0.219	0.173534198393876
Trps1	8.58531919070967e-06	-0.323795823432493	0.248	0.345	0.179622048108028
Pltp	8.88602989788878e-06	0.293451673818393	0.494	0.383	0.185913517523629
Khk	9.55460697292994e-06	-0.272660023863717	0.292	0.401	0.19990148708764
Tmsb10	1.0259521784323e-05	-0.258537818598878	0.902	0.903	0.214649714771605
Clec10a	1.0267252983165e-05	0.411772012275067	0.532	0.447	0.214811466913778
Jun	1.28084600765719e-05	0.352683052885558	0.69	0.641	0.267978601722038
Rap1gap2	1.36925611061449e-05	-0.30960752885078	0.216	0.313	0.286475763462763
Trim30a	1.43276929326347e-05	0.284974490783613	0.63	0.542	0.299763991536584
Meis1	1.5093895151417e-05	-0.285662543437839	0.285	0.385	0.315794474357947
Bcl2	1.64636401825727e-05	-0.301913930753313	0.312	0.411	0.344452279899785
Rnf187	1.78628545148036e-05	0.366382921575549	0.618	0.54	0.373726642158721
Eldr	1.82164491202165e-05	0.272651280889768	0.686	0.616	0.38112454849317
Gm12253	2.10277043047937e-05	0.256502296150945	0.276	0.188	0.439941629464894
Fhit	2.21005384289964e-05	-0.352020244002519	0.376	0.481	0.462387465011463
Ifi27l2a	2.71993866743659e-05	0.531862179972132	0.501	0.418	0.569065568001082
Atrnl1	2.88655549880641e-05	-0.35124809063064	0.515	0.593	0.603925141460278
Ncald	2.90459130642534e-05	0.35100651578254	0.256	0.171	0.60769859313031
Sntb1	3.32379279684396e-05	-0.347260916224595	0.392	0.494	0.695403928955694
Sh3bgr	3.4772053081134e-05	0.269344984622204	0.338	0.248	0.727500894563485
Cd52	3.89492795222855e-05	0.26268098505852	0.69	0.645	0.814896826165256
Lgals3	4.06088643473377e-05	-0.39805443846359	0.208	0.296	0.849618659874999
Cd200	4.37520795144322e-05	0.362452811784841	0.376	0.301	0.91538100760095
Ikzf1	4.74635250373824e-05	-0.259311597048183	0.887	0.911	0.993031870832114
Ms4a6c	5.7636346640073e-05	-0.286483233443332	0.225	0.316	1
H2-M3	5.84206827135288e-05	0.299823930187981	0.406	0.332	1
Adam19	5.94750384593761e-05	0.272310893930379	0.494	0.402	1
Nav2	6.98959071187692e-05	0.256285761192624	0.184	0.114	1
Jund	7.0097269041979e-05	0.25173740685422	0.845	0.848	1
Ifi47	8.4118639653345e-05	0.250805776452693	0.314	0.236	1
Parp8	9.01186185438298e-05	-0.263171705593499	0.681	0.743	1
Klrd1	0.000104217637184083	0.25397574109603	0.651	0.606	1
Ust	0.000143905230768796	-0.292061701078764	0.101	0.165	1
Arhgap18	0.000187462621672845	-0.259516654301858	0.248	0.323	1
Crip1	0.000217989258009285	-0.321444803407721	0.815	0.813	1
Mctp1	0.00022341148452124	-0.327316633657502	0.305	0.394	1
Slc8a1	0.000223640091501266	-0.271738928511759	0.209	0.285	1
Lcor	0.000251309154456706	-0.271340092441493	0.38	0.468	1
Arhgap15	0.00025826033124814	-0.258038242978652	0.897	0.923	1
Trim12a	0.000278866370671515	0.286714013270306	0.35	0.275	1
Runx2	0.000288806662482219	-0.271791419064163	0.974	0.99	1
Gbp8	0.000315674142260158	0.252709596074692	0.304	0.231	1
Arid1b	0.000471570277792714	-0.254976799431188	0.626	0.693	1
Ifi203	0.000844583457529372	0.263682120867264	0.536	0.484	1
Igkc	0.00112213109971185	0.608704075818308	0.124	0.077	1
Ccl4	0.00117300332143326	0.252627732649043	0.294	0.232	1
Kcnq5	0.00121912599746966	-0.288455015109019	0.219	0.293	1
Med13l	0.00132011822140472	-0.261749777850906	0.406	0.472	1
Gm4258	0.00154385633309279	-0.254395695601811	0.694	0.748	1
Phactr2	0.00172872598467165	-0.293154798737103	0.696	0.763	1
Gria3	0.00208358700426829	-0.251322070611302	0.844	0.865	1
Rgs2	0.00210063454787215	0.253937963949194	0.502	0.445	1
Ifi30	0.00270596008378527	-0.271281875937404	0.654	0.694	1
Auts2	0.00279674599285492	-0.333963935036695	0.269	0.332	1
Plaur	0.00288600812270337	0.252072029283604	0.249	0.197	1
Agbl1	0.003698432047123	0.469442203292301	0.102	0.064	1
5330438D12Rik	0.00385282608472396	-0.260073557372918	0.305	0.366	1
Maml3	0.00427825706266939	-0.299108592411071	0.501	0.554	1
Irf7	0.0100220040430573	0.260950596638017	0.36	0.314	1
Ly6a	0.0145606998454869	0.283662248251524	0.135	0.1	1
Myl10	0.365282041675534	-0.401073460680794	0.152	0.166	1
